No.of nodes:	 20
Area:	 500 x 500
Mobility:	 100
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.857708	0.102757	2.532500	0.030000	
0.05 	0.424063	0.051314	1.270911	0.016230	
0.033 	0.281250	0.033856	0.843364	0.010717	
0.025 	0.212241	0.025641	0.637102	0.008745	
0.02 	0.169170	0.020531	0.513500	0.007000	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.857708	0.102757	2.555000	0.037406	
0.05 	0.424063	0.051314	1.265918	0.019950	
0.033 	0.281250	0.033856	0.849134	0.014015	
0.025 	0.212241	0.025641	0.637102	0.008745	
0.02 	0.169170	0.020531	0.513500	0.008496	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.857708	0.102757	2.565000	0.032500	
0.05 	0.424063	0.051314	1.273408	0.018727	
0.033 	0.281250	0.033856	0.842539	0.013190	
0.025 	0.212241	0.025641	0.640849	0.010612	
0.02 	0.169170	0.020531	0.511500	0.006500	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.857708	0.102757	2.540000	0.037406	
0.05 	0.424063	0.051314	1.264669	0.019950	
0.033 	0.281250	0.033856	0.843364	0.014015	
0.025 	0.214215	0.025641	0.637102	0.009369	
0.02 	0.169170	0.020531	0.513000	0.007000	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.857708	0.102757	2.585000	0.032500	
0.05 	0.424063	0.051314	1.277154	0.017478	
0.033 	0.282552	0.033856	0.839242	0.012366	
0.025 	0.212241	0.025641	0.645222	0.008120	
0.02 	0.169170	0.020531	0.513500	0.006500	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.873518	0.102757	2.550000	0.030000	
0.05 	0.435897	0.051250	1.270911	0.016230	
0.033 	0.287760	0.033828	0.840890	0.010717	
0.025 	0.217177	0.025641	0.637102	0.009369	
0.02 	0.173123	0.020531	0.511000	0.008000	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.873518	0.102757	2.575000	0.040000	
0.05 	0.435897	0.051250	1.272160	0.022472	
0.033 	0.289062	0.033828	0.841715	0.014015	
0.025 	0.218164	0.026283	0.639600	0.009994	
0.02 	0.173123	0.020531	0.509500	0.009000	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.873518	0.102757	2.532500	0.037500	
0.05 	0.435897	0.051250	1.278402	0.018727	
0.033 	0.287760	0.033828	0.849134	0.014015	
0.025 	0.218164	0.026283	0.642099	0.011243	
0.02 	0.173123	0.020531	0.514000	0.006500	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.873518	0.102757	2.532500	0.040000	
0.05 	0.435897	0.051250	1.270911	0.022472	
0.033 	0.287760	0.033828	0.844188	0.014839	
0.025 	0.217177	0.026283	0.637102	0.009369	
0.02 	0.173123	0.020531	0.510500	0.008000	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.873518	0.102757	2.545000	0.037500	
0.05 	0.435897	0.051250	1.277154	0.018727	
0.033 	0.287760	0.033828	0.841715	0.012366	
0.025 	0.217177	0.025657	0.643348	0.008120	
0.02 	0.173123	0.020531	0.511000	0.006500	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.885375	0.050000	2.550000	0.030000	
0.05 	0.443787	0.024969	1.277154	0.016230	
0.033 	0.296875	0.016488	0.849134	0.010717	
0.025 	0.222113	0.012492	0.637102	0.008745	
0.02 	0.177866	0.010000	0.515000	0.007000	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.885375	0.050000	2.547500	0.040000	
0.05 	0.441815	0.024969	1.269663	0.021223	
0.033 	0.295573	0.016488	0.841715	0.014839	
0.025 	0.222113	0.012492	0.640849	0.009369	
0.02 	0.177866	0.010000	0.510500	0.008500	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.885375	0.050000	2.535000	0.035000	
0.05 	0.441815	0.024969	1.275905	0.018727	
0.033 	0.294271	0.016488	0.848310	0.015664	
0.025 	0.222113	0.012492	0.643348	0.009994	
0.02 	0.177866	0.010000	0.510000	0.006500	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.885375	0.050000	2.532500	0.040000	
0.05 	0.441815	0.024969	1.265918	0.023720	
0.033 	0.294271	0.016488	0.845012	0.014015	
0.025 	0.220138	0.012492	0.639600	0.009369	
0.02 	0.177866	0.010000	0.513500	0.007500	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.885375	0.050000	2.532500	0.035000	
0.05 	0.441815	0.024969	1.270911	0.018727	
0.033 	0.296875	0.016488	0.841715	0.011542	
0.025 	0.220138	0.012492	0.643348	0.008120	
0.02 	0.179447	0.010000	0.511000	0.006500	
 
CBR Pkt_size:	 50
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.900000	0.050000	2.547500	0.027500	
0.05 	0.453094	0.024969	1.275905	0.014981	
0.033 	0.298153	0.016488	0.841715	0.009893	
0.025 	0.225774	0.012492	0.638351	0.009369	
0.02 	0.179343	0.010000	0.513000	0.007000	
 
CBR Pkt_size:	 100
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.900000	0.050000	2.537500	0.037500	
0.05 	0.453094	0.024969	1.282147	0.021223	
0.033 	0.295515	0.016488	0.844188	0.013190	
0.025 	0.226773	0.012492	0.638351	0.008745	
0.02 	0.179343	0.010000	0.513500	0.008000	
 
CBR Pkt_size:	 150
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.900000	0.050000	2.530000	0.032500	
0.05 	0.453094	0.024969	1.280899	0.017478	
0.033 	0.295515	0.016488	0.840066	0.013190	
0.025 	0.225774	0.012492	0.641474	0.010612	
0.02 	0.180945	0.010000	0.511500	0.006000	
 
CBR Pkt_size:	 200
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.900000	0.050000	2.537500	0.037500	
0.05 	0.453094	0.024969	1.272160	0.019975	
0.033 	0.294195	0.016488	0.845012	0.013190	
0.025 	0.223776	0.012492	0.637102	0.009363	
0.02 	0.184948	0.010000	0.515500	0.007000	
 
CBR Pkt_size:	 250
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.900000	0.050000	2.552500	0.032500	
0.05 	0.453094	0.024969	1.273408	0.017478	
0.033 	0.294195	0.016488	0.848310	0.012366	
0.025 	0.226773	0.012492	0.642099	0.007495	
0.02 	0.180144	0.010000	0.517000	0.006000	
 
CBR Pkt_size:	 50
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	2.446809	0.050000	2.547500	0.025000	
0.05 	0.521445	0.024969	1.275905	0.013733	
0.033 	0.342772	0.016488	0.843364	0.009068	
0.025 	0.257627	0.012492	0.633979	0.008745	
0.02 	0.207428	0.010000	0.515000	0.006500	
 
CBR Pkt_size:	 100
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	1.040724	0.050000	2.545000	0.035000	
0.05 	0.521445	0.024969	1.273408	0.018727	
0.033 	0.339791	0.016488	0.844188	0.012366	
0.025 	0.259050	0.012492	0.637726	0.008120	
0.02 	0.208145	0.010000	0.511000	0.008496	
 
CBR Pkt_size:	 150
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	1.040724	0.050000	2.547500	0.030000	
0.05 	0.519187	0.024969	1.282147	0.016230	
0.033 	0.342772	0.016488	0.847486	0.014003	
0.025 	0.257627	0.012492	0.635853	0.009994	
