No.of nodes:	 20
Area:	 500 x 500
Mobility:	 100
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	3.550877	5.600000	5.614035	4.010025	
0.05 	7.098000	11.186000	11.214000	8.010000	
0.033 	10.757076	16.955696	16.983698	12.131213	
0.025 	14.182000	22.386000	22.414000	16.010000	
0.02 	17.718859	27.971986	28.014007	20.010005	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	6.087218	9.600000	9.624060	8.040100	
0.05 	12.168000	19.176000	19.224000	16.040000	
0.033 	18.437844	29.066907	29.114911	24.262426	
0.025 	24.312000	38.376000	38.424000	32.020000	
0.02 	30.375188	47.951976	48.024012	40.040020	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	8.623559	13.600000	13.634085	12.030075	
0.05 	17.238000	27.166000	27.234000	24.030000	
0.033 	26.118612	41.178118	41.246125	36.393639	
0.025 	34.442000	54.366000	54.434000	48.060000	
0.02 	43.031516	67.931966	68.034017	60.030015	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	11.159900	17.600000	17.644110	16.080201	
0.05 	22.308000	35.156000	35.244000	32.080000	
0.033 	33.799380	53.289329	53.377338	48.524852	
0.025 	44.572000	70.356000	70.444000	64.040000	
0.02 	55.687844	87.911956	88.044022	80.040020	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	13.696241	21.600000	21.654135	20.050125	
0.05 	27.378000	43.146000	43.254000	40.050000	
0.033 	41.480148	65.400540	65.508551	60.656066	
0.025 	54.702000	86.346000	86.454000	80.050000	
0.02 	68.344172	107.891946	108.054027	100.050025	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	3.550877	5.600000	5.614035	4.010025	
0.05 	7.098000	11.200000	11.214000	8.010000	
0.033 	10.757076	16.969697	16.983698	12.131213	
0.025 	14.182000	22.386000	22.414000	16.010000	
0.02 	17.718859	27.971986	28.014007	20.010005	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	6.087218	9.600000	9.624060	8.020050	
0.05 	12.168000	19.200000	19.224000	16.020000	
0.033 	18.437844	29.090909	29.114911	24.262426	
0.025 	24.312000	38.352000	38.424000	32.020000	
0.02 	30.375188	47.951976	48.024012	40.020010	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	8.623559	13.600000	13.634085	12.030075	
0.05 	17.238000	27.200000	27.234000	24.030000	
0.033 	26.118612	41.212121	41.246125	36.393639	
0.025 	34.442000	54.332000	54.434000	48.030000	
0.02 	43.031516	67.931966	68.034017	60.030015	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	11.159900	17.600000	17.644110	16.040100	
0.05 	22.308000	35.200000	35.244000	32.040000	
0.033 	33.799380	53.333333	53.377338	48.524852	
0.025 	44.572000	70.312000	70.444000	64.040000	
0.02 	55.687844	87.911956	88.044022	80.040020	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	13.696241	21.600000	21.654135	20.050125	
0.05 	27.378000	43.200000	43.254000	40.050000	
0.033 	41.480148	65.454545	65.508551	60.656066	
0.025 	54.702000	86.292000	86.454000	80.050000	
0.02 	68.344172	107.891946	108.054027	100.050025	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	3.550877	5.614035	5.614035	4.010025	
0.05 	7.098000	11.214000	11.214000	8.010000	
0.033 	10.757076	16.983698	16.983698	12.131213	
0.025 	14.182000	22.414000	22.414000	16.010000	
0.02 	17.718859	28.014007	28.014007	20.010005	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	6.087218	9.624060	9.624060	8.020050	
0.05 	12.168000	19.224000	19.224000	16.020000	
0.033 	18.437844	29.114911	29.114911	24.262426	
0.025 	24.312000	38.424000	38.424000	32.020000	
0.02 	30.375188	48.024012	48.024012	40.020010	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	8.623559	13.634085	13.634085	12.030075	
0.05 	17.238000	27.234000	27.234000	24.030000	
0.033 	26.118612	41.246125	41.246125	36.393639	
0.025 	34.442000	54.434000	54.434000	48.030000	
0.02 	43.031516	68.034017	68.034017	60.030015	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	11.159900	17.644110	17.644110	16.040100	
0.05 	22.308000	35.244000	35.244000	32.040000	
0.033 	33.799380	53.377338	53.377338	48.524852	
0.025 	44.572000	70.444000	70.444000	64.040000	
0.02 	55.687844	88.044022	88.044022	80.040020	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	13.696241	21.654135	21.654135	20.050125	
0.05 	27.378000	43.254000	43.254000	40.050000	
0.033 	41.480148	65.508551	65.508551	60.656066	
0.025 	54.702000	86.454000	86.454000	80.050000	
0.02 	68.344172	108.054027	108.054027	100.050025	
 
CBR Pkt_size:	 50
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	3.512782	5.614035	5.614035	4.010025	
0.05 	7.018000	11.214000	11.214000	8.010000	
0.033 	10.617062	16.983698	16.983698	12.131213	
0.025 	14.018000	22.414000	22.414000	16.010000	
0.02 	17.494747	28.014007	28.014007	20.010005	
 
CBR Pkt_size:	 100
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	6.019048	9.624060	9.624060	8.020050	
0.05 	12.028000	19.224000	19.224000	16.020000	
0.033 	18.197820	29.114911	29.114911	24.262426	
0.025 	24.028000	38.424000	38.424000	32.020000	
0.02 	29.990995	48.024012	48.024012	40.020010	
 
CBR Pkt_size:	 150
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	8.525313	13.634085	13.634085	12.030075	
0.05 	17.038000	27.234000	27.234000	24.030000	
0.033 	25.778578	41.246125	41.246125	36.393639	
0.025 	34.038000	54.434000	54.434000	48.060000	
0.02 	42.487244	68.034017	68.034017	60.030015	
 
CBR Pkt_size:	 200
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	11.031579	17.644110	17.644110	16.040100	
0.05 	22.048000	35.244000	35.244000	32.040000	
0.033 	33.359336	53.377338	53.377338	48.524852	
0.025 	44.048000	70.444000	70.444000	64.080000	
0.02 	54.983492	88.044022	88.044022	80.040020	
 
CBR Pkt_size:	 250
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	13.537845	21.654135	21.654135	20.050125	
0.05 	27.058000	43.254000	43.254000	40.050000	
0.033 	40.940094	65.508551	65.508551	60.656066	
0.025 	54.058000	86.454000	86.454000	80.050000	
0.02 	67.479740	108.054027	108.054027	100.050025	
 
CBR Pkt_size:	 50
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	1.323308	5.614035	5.614035	4.010025	
0.05 	6.202000	11.214000	11.214000	8.010000	
0.033 	9.398940	16.983698	16.983698	12.131213	
0.025 	12.390000	22.414000	22.414000	16.010000	
0.02 	15.463732	28.014007	28.014007	20.010005	
 
CBR Pkt_size:	 100
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	5.321303	9.624060	9.624060	8.020050	
0.05 	10.632000	19.224000	19.224000	16.020000	
0.033 	16.109611	29.114911	29.114911	24.262426	
0.025 	21.216000	38.424000	38.424000	32.020000	
0.02 	26.533267	48.024012	48.024012	40.040020	
 
CBR Pkt_size:	 150
Node Speed:	 2
 
