No.of nodes:	 100
Area:	 1500 x 1500
Mobility:	 100
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.099944	0.096048	0.160595	0.099490	
0.05 	0.129018	0.047850	0.077230	0.049811	
0.033 	0.033029	0.031819	0.053019	0.032886	
0.025 	0.024825	0.024108	0.039493	0.024982	
0.02 	0.019976	0.019487	0.032131	0.019948	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.281465	0.095563	0.161256	0.099483	
0.05 	0.130255	0.047910	0.097369	0.049742	
0.033 	0.033100	0.032059	0.059138	0.033186	
0.025 	0.087567	0.024496	0.049527	0.024918	
0.02 	0.020028	0.020363	0.041955	0.020079	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.281453	0.095566	0.154369	0.099479	
0.05 	0.129061	0.047793	0.080324	0.049804	
0.033 	0.032909	0.031612	0.055051	0.032886	
0.025 	0.025292	0.024638	0.039481	0.024841	
0.02 	0.019981	0.019409	0.038212	0.020955	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.281459	0.095808	0.186110	0.099974	
0.05 	0.050495	0.047793	0.088906	0.049799	
0.033 	0.127794	0.031612	0.053007	0.032854	
0.025 	0.024955	0.024075	0.057268	0.024915	
0.02 	0.053552	0.019556	0.031588	0.021145	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.281439	0.095561	0.187858	0.099718	
0.05 	0.050310	0.047854	0.097848	0.049741	
0.033 	0.144940	0.031608	0.048324	0.032853	
0.025 	0.024979	0.024154	0.046740	0.025040	
0.02 	0.070987	0.019874	0.037891	0.020116	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.099646	0.086234	0.145356	0.100244	
0.05 	0.049807	0.046025	0.072463	0.049746	
0.033 	0.032878	0.031310	0.050471	0.032832	
0.025 	0.024880	0.024518	0.030903	0.024937	
0.02 	-nan	0.019635	0.021841	0.019948	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	-nan	0.086450	0.163214	0.099482	
0.05 	0.049808	0.045844	0.063405	0.049680	
0.033 	0.032887	0.031306	0.046852	0.033133	
0.025 	0.021907	0.023973	0.053803	0.024917	
0.02 	0.019819	0.019535	0.030158	0.020007	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.099634	0.093514	0.127462	0.099478	
0.05 	0.049837	0.045913	0.089305	0.049928	
0.033 	0.032905	0.031592	0.041104	0.032883	
0.025 	0.021919	0.024586	0.037569	0.024918	
0.02 	0.019835	0.025116	0.028353	0.020889	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.099609	0.086882	0.145887	0.099724	
0.05 	0.049844	0.047093	0.098566	0.049675	
0.033 	0.027694	0.032950	0.039796	0.032827	
0.025 	0.024894	0.025068	0.059850	0.024931	
0.02 	0.019935	0.020619	0.025570	0.022637	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.099676	0.092503	0.120321	0.099970	
0.05 	0.049835	0.048754	0.063255	0.049740	
0.033 	0.032871	0.032953	0.050699	0.032798	
0.025 	0.024872	0.024833	0.030196	0.025008	
0.02 	0.015928	0.020621	0.029772	0.023519	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.099905	0.095358	0.107356	0.099707	
0.05 	0.050274	0.047870	0.061144	0.049853	
0.033 	0.032950	0.031779	0.071038	0.032822	
0.025 	0.025022	0.026330	0.036617	0.024865	
0.02 	0.020006	0.019464	0.021468	0.019998	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.099392	0.095359	0.138293	0.099634	
0.05 	0.050065	0.047806	0.071288	0.050085	
0.033 	0.033026	0.031592	0.035359	0.032928	
0.025 	0.025021	0.024038	0.030710	0.024895	
0.02 	0.020012	0.019376	0.031052	0.019971	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.099407	0.095600	0.144838	0.099465	
0.05 	0.050256	0.047860	0.069669	0.049724	
0.033 	0.033022	0.031539	0.053370	0.032937	
0.025 	0.025022	0.024125	0.035513	0.024893	
0.02 	0.020176	0.019386	0.026584	0.020356	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.100180	0.095359	0.168043	0.099459	
0.05 	0.050266	0.047752	0.069667	0.049721	
0.033 	0.033199	0.031539	0.040483	0.032816	
0.025 	0.025231	0.024069	0.040444	0.024861	
0.02 	0.020463	0.019426	0.023995	0.023166	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	0.099386	0.095361	0.122921	0.099938	
0.05 	0.050263	0.047927	0.071548	0.049719	
0.033 	0.032944	0.031516	0.035420	0.032867	
0.025 	0.025083	0.025419	0.035874	0.025079	
