No.of nodes:	 100
Area:	 500 x 500
Mobility:	 100
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	6.000000	0.000000	88.250000	100.000000	
0.05 	62.297129	10.486891	88.389513	100.000000	
0.033 	30.667766	7.666941	88.375927	100.000000	
0.025 	7.620237	0.000000	88.382261	100.000000	
0.02 	32.550000	0.000000	88.350000	100.000000	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	55.750000	0.000000	88.250000	100.000000	
0.05 	62.297129	10.486891	77.278402	99.750312	
0.033 	30.997527	7.666941	88.375927	100.000000	
0.025 	5.621487	0.000000	88.382261	100.062461	
0.02 	33.700000	0.000000	88.400000	100.000000	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	60.000000	0.000000	88.250000	100.000000	
0.05 	43.695381	10.486891	88.389513	100.000000	
0.033 	33.553174	7.666941	88.375927	100.000000	
0.025 	5.621487	0.000000	76.639600	100.062461	
0.02 	52.000000	0.000000	88.300000	100.000000	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	61.500000	0.000000	90.750000	100.250000	
0.05 	62.297129	10.486891	90.886392	100.000000	
0.033 	5.688376	7.666941	77.081616	100.000000	
0.025 	5.621487	0.000000	88.382261	100.062461	
0.02 	46.750000	0.000000	77.100000	100.050000	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	61.500000	0.000000	88.250000	100.000000	
0.05 	43.695381	10.486891	90.886392	100.000000	
0.033 	5.853256	7.502061	88.293487	100.000000	
0.025 	57.401624	0.000000	88.257339	99.937539	
0.02 	6.250000	0.000000	88.400000	99.250000	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	38.000000	88.250000	90.500000	100.000000	
0.05 	40.699126	44.069913	88.014981	99.875156	
0.033 	34.460016	73.124485	87.963726	100.000000	
0.025 	57.776390	99.063086	87.882573	99.937539	
0.02 	57.700000	86.800000	90.050000	100.000000	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	47.000000	99.000000	88.000000	100.000000	
0.05 	47.690387	99.625468	87.765293	99.875156	
0.033 	34.377576	73.124485	87.881286	100.000000	
0.025 	51.155528	99.250468	87.945034	99.875078	
0.02 	36.200000	98.150000	87.950000	99.700000	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	49.750000	99.500000	88.000000	99.750000	
0.05 	34.456929	44.069913	88.014981	99.875156	
0.033 	40.148392	41.384996	87.963726	99.917560	
0.025 	34.790756	98.938164	87.945034	99.875078	
0.02 	34.700000	78.150000	87.900000	100.000000	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	34.750000	99.000000	90.500000	99.750000	
0.05 	46.566792	44.069913	90.511860	99.875156	
0.033 	47.568013	99.917560	87.963726	100.000000	
0.025 	34.415990	35.415365	88.007495	99.937539	
0.02 	34.400000	62.200000	88.000000	100.000000	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	34.750000	99.500000	88.000000	99.750000	
0.05 	34.456929	99.500624	87.765293	99.750312	
0.033 	34.377576	73.124485	90.519373	99.835120	
0.025 	50.905684	94.503435	88.007495	99.875078	
0.02 	34.450000	34.600000	88.000000	100.000000	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	32.750000	52.750000	100.000000	100.000000	
0.05 	27.091136	94.132335	100.000000	100.000000	
0.033 	23.330585	91.343776	100.000000	99.917560	
0.025 	26.983136	36.289819	100.000000	100.000000	
0.02 	51.800000	84.900000	100.000000	100.000000	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	18.500000	99.250000	100.000000	100.000000	
0.05 	27.091136	94.132335	100.000000	100.000000	
0.033 	20.610058	79.554823	100.000000	100.000000	
0.025 	30.356027	90.193629	100.000000	99.937539	
0.02 	51.600000	89.150000	100.000000	100.000000	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	18.500000	52.750000	100.000000	100.000000	
0.05 	27.091136	47.066167	100.000000	100.000000	
0.033 	27.452597	70.568838	100.000000	99.835120	
0.025 	30.980637	86.758276	100.000000	100.000000	
0.02 	43.900000	31.650000	100.000000	100.000000	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	18.500000	52.500000	100.000000	100.000000	
0.05 	37.578027	44.194757	100.000000	100.000000	
0.033 	27.535037	91.426216	100.000000	100.000000	
0.025 	21.174266	88.382261	100.000000	100.000000	
0.02 	51.600000	74.900000	100.000000	100.000000	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	54.750000	52.500000	100.000000	100.000000	
0.05 	37.578027	84.893883	100.000000	100.000000	
0.033 	46.413850	91.426216	100.000000	99.752679	
0.025 	41.536540	75.515303	100.000000	100.000000	
0.02 	51.650000	31.400000	100.000000	100.000000	
 
CBR Pkt_size:	 50
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	67.500000	100.000000	100.000000	100.000000	
0.05 	46.941323	94.257179	100.000000	100.000000	
0.033 	42.456719	91.508656	100.000000	100.000000	
0.025 	42.348532	90.318551	100.000000	100.000000	
0.02 	63.350000	89.400000	100.000000	99.950000	
 
CBR Pkt_size:	 100
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	66.500000	100.000000	100.000000	100.000000	
0.05 	46.192260	94.257179	100.000000	100.000000	
0.033 	42.291838	91.508656	100.000000	100.000000	
0.025 	42.286071	90.318551	100.000000	100.000000	
0.02 	64.100000	89.400000	100.000000	99.900000	
 
CBR Pkt_size:	 150
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	64.750000	100.000000	100.000000	100.000000	
0.05 	49.063670	94.257179	100.000000	100.000000	
0.033 	42.291838	91.508656	100.000000	100.000000	
0.025 	44.284822	90.318551	100.000000	100.062461	
0.02 	86.250000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 200
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	63.500000	100.000000	100.000000	100.000000	
0.05 	42.322097	94.257179	100.000000	100.000000	
0.033 	42.456719	91.508656	100.000000	100.000000	
0.025 	42.286071	90.318551	100.000000	100.062461	
0.02 	63.350000	89.400000	100.000000	99.900000	
 
CBR Pkt_size:	 250
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	64.750000	100.000000	100.000000	100.000000	
0.05 	46.691635	94.257179	100.000000	100.000000	
0.033 	64.138500	91.508656	100.000000	100.000000	
0.025 	42.286071	90.318551	100.000000	99.875078	
0.02 	64.250000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 50
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	89.500000	100.000000	100.000000	100.000000	
0.05 	89.637953	100.000000	100.000000	100.000000	
0.033 	88.953009	100.000000	100.000000	100.000000	
0.025 	89.506558	99.312929	100.000000	99.937539	
0.02 	89.600000	98.450000	100.000000	100.000000	
 
CBR Pkt_size:	 100
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	89.750000	100.000000	100.000000	100.000000	
0.05 	89.637953	100.000000	100.000000	100.000000	
0.033 	89.612531	100.000000	100.000000	100.000000	
0.025 	89.381636	99.312929	100.000000	100.000000	
0.02 	89.200000	98.450000	100.000000	100.000000	
 
CBR Pkt_size:	 150
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	89.750000	100.000000	100.000000	100.000000	
0.05 	89.513109	100.000000	100.000000	100.000000	
0.033 	88.953009	100.000000	100.000000	100.000000	
0.025 	89.631480	99.312929	100.000000	99.937539	
0.02 	89.550000	98.450000	100.000000	100.000000	
 
CBR Pkt_size:	 200
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	89.750000	100.000000	100.000000	100.000000	
0.05 	89.388265	100.000000	100.000000	100.000000	
0.033 	89.035449	100.000000	100.000000	100.000000	
0.025 	89.131793	99.312929	100.000000	99.937539	
0.02 	89.450000	98.450000	100.000000	100.000000	
 
CBR Pkt_size:	 250
Node Speed:	 2
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	89.750000	100.000000	100.000000	100.000000	
0.05 	89.138577	100.000000	100.000000	100.000000	
0.033 	89.117890	100.000000	100.000000	100.000000	
0.025 	89.631480	99.312929	100.000000	100.000000	
0.02 	89.200000	98.450000	100.000000	100.000000	
 
No.of nodes:	 100
Area:	 500 x 500
Mobility:	 10
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	57.500000	100.000000	100.000000	100.000000	
0.05 	57.303371	94.257179	100.000000	100.000000	
0.033 	57.295960	91.426216	100.000000	100.000000	
0.025 	57.276702	90.318551	100.000000	100.000000	
0.02 	57.250000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	57.500000	100.000000	100.000000	100.000000	
0.05 	57.303371	94.257179	100.000000	100.000000	
0.033 	57.295960	91.426216	100.000000	100.000000	
0.025 	57.214241	90.318551	100.000000	100.000000	
0.02 	57.250000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	57.250000	100.000000	100.000000	100.000000	
0.05 	57.303371	94.257179	100.000000	100.000000	
0.033 	57.295960	91.426216	100.000000	100.000000	
0.025 	57.214241	90.318551	100.000000	100.000000	
0.02 	57.250000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	57.250000	100.000000	100.000000	100.000000	
0.05 	57.303371	94.257179	100.000000	100.000000	
0.033 	57.295960	91.426216	100.000000	100.000000	
0.025 	57.214241	90.318551	100.000000	100.000000	
0.02 	57.250000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	57.250000	100.000000	100.000000	100.000000	
0.05 	57.303371	94.257179	100.000000	100.000000	
0.033 	57.295960	91.426216	100.000000	100.000000	
0.025 	57.214241	90.318551	100.000000	100.000000	
0.02 	57.200000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	35.750000	100.000000	100.000000	100.000000	
0.05 	35.705368	94.257179	100.000000	100.000000	
0.033 	35.696620	91.426216	100.000000	100.000000	
0.025 	35.665209	90.318551	100.000000	100.000000	
0.02 	35.600000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	35.750000	100.000000	100.000000	100.000000	
0.05 	35.705368	94.257179	100.000000	100.000000	
0.033 	35.696620	91.426216	100.000000	100.000000	
0.025 	35.665209	90.318551	100.000000	100.000000	
0.02 	35.600000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	35.750000	100.000000	100.000000	100.000000	
0.05 	35.705368	94.257179	100.000000	100.000000	
0.033 	35.696620	91.426216	100.000000	100.000000	
0.025 	35.602748	90.318551	100.000000	100.000000	
0.02 	35.550000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	35.750000	100.000000	100.000000	100.000000	
0.05 	35.705368	94.257179	100.000000	100.000000	
0.033 	35.614180	91.426216	100.000000	100.000000	
0.025 	35.665209	90.318551	100.000000	100.000000	
0.02 	35.600000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	35.750000	100.000000	100.000000	100.000000	
0.05 	35.705368	94.257179	100.000000	100.000000	
0.033 	35.696620	91.426216	100.000000	100.000000	
0.025 	35.665209	90.318551	100.000000	100.000000	
0.02 	35.600000	89.400000	100.000000	100.000000	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	55.500000	88.500000	100.000000	100.000000	
0.05 	55.555556	80.774032	100.000000	100.000000	
0.033 	55.234955	77.906018	100.000000	100.000000	
0.025 	54.965646	76.702061	100.000000	100.000000	
0.02 	55.050000	75.850000	100.000000	100.000000	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	55.500000	88.500000	100.000000	100.000000	
0.05 	55.555556	80.774032	100.000000	100.000000	
0.033 	54.987634	77.906018	100.000000	100.000000	
0.025 	55.215490	76.702061	100.000000	100.000000	
0.02 	55.050000	75.850000	100.000000	100.000000	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	55.500000	88.500000	100.000000	100.000000	
0.05 	55.555556	80.774032	100.000000	100.000000	
0.033 	54.905194	77.906018	100.000000	100.000000	
0.025 	55.090568	76.702061	100.000000	100.000000	
0.02 	55.050000	75.850000	100.000000	100.000000	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	55.500000	88.500000	100.000000	100.000000	
0.05 	55.555556	80.774032	100.000000	100.000000	
0.033 	55.317395	77.906018	100.000000	100.000000	
0.025 	55.090568	76.702061	100.000000	100.000000	
0.02 	55.050000	75.800000	100.000000	100.000000	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	55.750000	88.500000	100.000000	100.000000	
0.05 	55.305868	80.774032	100.000000	100.000000	
0.033 	54.987634	77.906018	100.000000	100.000000	
0.025 	55.153029	76.702061	100.000000	100.000000	
0.02 	55.050000	75.550000	100.000000	100.000000	
 
CBR Pkt_size:	 50
Node Speed:	 4
 
 	 DSDV 	 AODV 	 AOMDV 	 DSR
0.1 	57.250000	88.500000	100.000000	100.000000	
0.05 	57.303371	80.774032	100.000000	100.000000	
0.033 	57.295960	91.426216	100.000000	100.000000	
0.025 	57.151780	76.702061	100.000000	100.000000	
